

-- Schedd: bigbird18.cern.ch : <188.185.71.83:9618?... @ 12/20/21 04:31:10
 ID         OWNER            SUBMITTED     RUN_TIME ST PRI SIZE CMD
2475906.775 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5down_postVFP 3 4
2475906.776 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5down_postVFP 4 4
2475906.777 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 1 12
2475906.778 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 2 12
2475906.779 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 3 12
2475906.780 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 4 12
2475906.781 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 5 12
2475906.782 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 6 12
2475906.783 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 7 12
2475906.784 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 8 12
2475906.785 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 9 12
2475906.786 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 10 12
2475906.787 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 11 12
2475906.788 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_preVFP 12 12
2475906.789 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HminusM150_preVFP
2475906.790 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HplusM155_preVFP
2475906.791 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt15to20_Mu_postVFP 1 4
2475906.792 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt15to20_Mu_postVFP 2 4
2475906.793 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt15to20_Mu_postVFP 3 4
2475906.794 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt15to20_Mu_postVFP 4 4
2475906.795 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HminusM140_postVFP
2475906.796 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampup_preVFP 1 10
2475906.797 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampup_preVFP 2 10
2475906.798 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampup_preVFP 3 10
2475906.799 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampup_preVFP 4 10
2475906.800 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampup_preVFP 5 10
2475906.801 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampup_preVFP 6 10
2475906.802 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampup_preVFP 7 10
2475906.803 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampup_preVFP 8 10
2475906.804 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampup_preVFP 9 10
2475906.805 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampup_preVFP 10 10
2475906.806 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_preVFP 1 9
2475906.807 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_preVFP 2 9
2475906.808 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_preVFP 3 9
2475906.809 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_preVFP 4 9
2475906.810 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_preVFP 5 9
2475906.811 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_preVFP 6 9
2475906.812 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_preVFP 7 9
2475906.813 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_preVFP 8 9
2475906.814 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_preVFP 9 9
2475906.815 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ZZ_preVFP
2475906.816 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HplusM160_postVFP
2475906.817 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_f 1 6
2475906.818 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_f 2 6
2475906.819 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_f 3 6
2475906.820 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_f 4 6
2475906.821 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_f 5 6
2475906.822 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_f 6 6
2475906.823 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt80to120_Ele_preVFP
2475906.824 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HminusM110_postVFP
2475906.825 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 1 17
2475906.826 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 2 17
2475906.827 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 3 17
2475906.828 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 4 17
2475906.829 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 5 17
2475906.830 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 6 17
2475906.831 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 7 17
2475906.832 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 8 17
2475906.833 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 9 17
2475906.834 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 10 17
2475906.835 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 11 17
2475906.836 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 12 17
2475906.837 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 13 17
2475906.838 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 14 17
2475906.839 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 15 17
2475906.840 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 16 17
2475906.841 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_t_channel_postVFP 17 17
2475906.842 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_postVFP 1 9
2475906.843 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_postVFP 2 9
2475906.844 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_postVFP 3 9
2475906.845 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_postVFP 4 9
2475906.846 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_postVFP 5 9
2475906.847 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_postVFP 6 9
2475906.848 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_postVFP 7 9
2475906.849 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_postVFP 8 9
2475906.850 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_postVFP 9 9
2475906.851 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HminusM090_preVFP
2475906.852 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 1 23
2475906.853 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 2 23
2475906.854 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 3 23
2475906.855 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 4 23
2475906.856 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 5 23
2475906.857 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 6 23
2475906.858 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 7 23
2475906.859 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 8 23
2475906.860 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 9 23
2475906.861 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 10 23
2475906.862 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 11 23
2475906.863 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 12 23
2475906.864 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 13 23
2475906.865 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 14 23
2475906.866 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 15 23
2475906.867 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 16 23
2475906.868 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 17 23
2475906.869 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 18 23
2475906.870 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 19 23
2475906.871 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 20 23
2475906.872 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 21 23
2475906.873 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 22 23
2475906.874 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_preVFP 23 23
2475906.875 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 1 27
2475906.876 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 2 27
2475906.877 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 3 27
2475906.878 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 4 27
2475906.879 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 5 27
2475906.880 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 6 27
2475906.881 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 7 27
2475906.882 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 8 27
2475906.883 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 9 27
2475906.884 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 10 27
2475906.885 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 11 27
2475906.886 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 12 27
2475906.887 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 13 27
2475906.888 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 14 27
2475906.889 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 15 27
2475906.890 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 16 27
2475906.891 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 17 27
2475906.892 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 18 27
2475906.893 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 19 27
2475906.894 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 20 27
2475906.895 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 21 27
2475906.896 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 22 27
2475906.897 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 23 27
2475906.898 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 24 27
2475906.899 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 25 27
2475906.900 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 26 27
2475906.901 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_postVFP 27 27
2475906.902 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_preVFP 1 8
2475906.903 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_preVFP 2 8
2475906.904 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_preVFP 3 8
2475906.905 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_preVFP 4 8
2475906.906 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_preVFP 5 8
2475906.907 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_preVFP 6 8
2475906.908 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_preVFP 7 8
2475906.909 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_preVFP 8 8
2475906.910 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HminusM080_postVFP
2475906.911 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt30to50_Mu_preVFP 1 9
2475906.912 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt30to50_Mu_preVFP 2 9
2475906.913 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt30to50_Mu_preVFP 3 9
2475906.914 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt30to50_Mu_preVFP 4 9
2475906.915 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt30to50_Mu_preVFP 5 9
2475906.916 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt30to50_Mu_preVFP 6 9
2475906.917 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt30to50_Mu_preVFP 7 9
2475906.918 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt30to50_Mu_preVFP 8 9
2475906.919 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt30to50_Mu_preVFP 9 9
2475906.920 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 1 11
2475906.921 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 2 11
2475906.922 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 3 11
2475906.923 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 4 11
2475906.924 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 5 11
2475906.925 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 6 11
2475906.926 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 7 11
2475906.927 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 8 11
2475906.928 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 9 11
2475906.929 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 10 11
2475906.930 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5up_preVFP 11 11
2475906.931 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM10to50_preVFP 1 3
2475906.932 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM10to50_preVFP 2 3
2475906.933 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM10to50_preVFP 3 3
2475906.934 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Ele_postVFP
2475906.935 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 WW_preVFP 1 4
2475906.936 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 WW_preVFP 2 4
2475906.937 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 WW_preVFP 3 4
2475906.938 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 WW_preVFP 4 4
2475906.939 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_mtop1695_postVFP 1 5
2475906.940 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_mtop1695_postVFP 2 5
2475906.941 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_mtop1695_postVFP 3 5
2475906.942 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_mtop1695_postVFP 4 5
2475906.943 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_mtop1695_postVFP 5 5
2475906.944 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampdown_postVFP 1 10
2475906.945 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampdown_postVFP 2 10
2475906.946 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampdown_postVFP 3 10
2475906.947 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampdown_postVFP 4 10
2475906.948 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampdown_postVFP 5 10
2475906.949 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampdown_postVFP 6 10
2475906.950 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampdown_postVFP 7 10
2475906.951 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampdown_postVFP 8 10
2475906.952 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampdown_postVFP 9 10
2475906.953 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_hdampdown_postVFP 10 10
2475906.954 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tW_channel_preVFP
2475906.955 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5up_postVFP 1 8
2475906.956 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5up_postVFP 2 8
2475906.957 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5up_postVFP 3 8
2475906.958 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5up_postVFP 4 8
2475906.959 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5up_postVFP 5 8
2475906.960 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5up_postVFP 6 8
2475906.961 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5up_postVFP 7 8
2475906.962 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5up_postVFP 8 8

Total for query: 781 jobs; 0 completed, 0 removed, 781 idle, 0 running, 0 held, 0 suspended 
Total for all users: 17741 jobs; 216 completed, 0 removed, 14053 idle, 3471 running, 1 held, 0 suspended

