

-- Schedd: bigbird18.cern.ch : <188.185.71.83:9618?... @ 12/20/21 04:31:10
 ID         OWNER            SUBMITTED     RUN_TIME ST PRI SIZE CMD
2475906.371 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 3 13
2475906.372 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 4 13
2475906.373 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 5 13
2475906.374 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 6 13
2475906.375 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 7 13
2475906.376 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 8 13
2475906.377 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 9 13
2475906.378 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 10 13
2475906.379 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 11 13
2475906.380 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 12 13
2475906.381 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_preVFP 13 13
2475906.382 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_postVFP 1 6
2475906.383 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_postVFP 2 6
2475906.384 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_postVFP 3 6
2475906.385 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_postVFP 4 6
2475906.386 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_postVFP 5 6
2475906.387 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt300to470_Mu_postVFP 6 6
2475906.388 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_hdampdown_preVFP 1 3
2475906.389 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_hdampdown_preVFP 2 3
2475906.390 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_hdampdown_preVFP 3 3
2475906.391 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HminusM130_preVFP
2475906.392 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5up_preVFP 1 3
2475906.393 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5up_preVFP 2 3
2475906.394 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5up_preVFP 3 3
2475906.395 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1755_postVFP 1 9
2475906.396 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1755_postVFP 2 9
2475906.397 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1755_postVFP 3 9
2475906.398 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1755_postVFP 4 9
2475906.399 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1755_postVFP 5 9
2475906.400 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1755_postVFP 6 9
2475906.401 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1755_postVFP 7 9
2475906.402 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1755_postVFP 8 9
2475906.403 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1755_postVFP 9 9
2475906.404 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 1 16
2475906.405 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 2 16
2475906.406 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 3 16
2475906.407 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 4 16
2475906.408 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 5 16
2475906.409 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 6 16
2475906.410 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 7 16
2475906.411 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 8 16
2475906.412 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 9 16
2475906.413 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 10 16
2475906.414 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 11 16
2475906.415 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 12 16
2475906.416 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 13 16
2475906.417 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 14 16
2475906.418 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 15 16
2475906.419 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_h 16 16
2475906.420 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt20to30_Ele_postVFP 1 3
2475906.421 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt20to30_Ele_postVFP 2 3
2475906.422 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt20to30_Ele_postVFP 3 3
2475906.423 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HminusM150_postVFP
2475906.424 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt20to30_Ele_preVFP 1 2
2475906.425 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt20to30_Ele_preVFP 2 2
2475906.426 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W3jets_preVFP 1 7
2475906.427 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W3jets_preVFP 2 7
2475906.428 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W3jets_preVFP 3 7
2475906.429 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W3jets_preVFP 4 7
2475906.430 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W3jets_preVFP 5 7
2475906.431 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W3jets_preVFP 6 7
2475906.432 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W3jets_preVFP 7 7
2475906.433 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbarW_channel_postVFP 1 4
2475906.434 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbarW_channel_postVFP 2 4
2475906.435 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbarW_channel_postVFP 3 4
2475906.436 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbarW_channel_postVFP 4 4
2475906.437 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_hdampdown_postVFP 1 3
2475906.438 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_hdampdown_postVFP 2 3
2475906.439 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_hdampdown_postVFP 3 3
2475906.440 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HplusM100_postVFP
2475906.441 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tW_channel_postVFP 1 5
2475906.442 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tW_channel_postVFP 2 5
2475906.443 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tW_channel_postVFP 3 5
2475906.444 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tW_channel_postVFP 4 5
2475906.445 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tW_channel_postVFP 5 5
2475906.446 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 1 21
2475906.447 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 2 21
2475906.448 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 3 21
2475906.449 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 4 21
2475906.450 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 5 21
2475906.451 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 6 21
2475906.452 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 7 21
2475906.453 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 8 21
2475906.454 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 9 21
2475906.455 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 10 21
2475906.456 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 11 21
2475906.457 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 12 21
2475906.458 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 13 21
2475906.459 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 14 21
2475906.460 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 15 21
2475906.461 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 16 21
2475906.462 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 17 21
2475906.463 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 18 21
2475906.464 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 19 21
2475906.465 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 20 21
2475906.466 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_b 21 21
2475906.467 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 1 13
2475906.468 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 2 13
2475906.469 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 3 13
2475906.470 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 4 13
2475906.471 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 5 13
2475906.472 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 6 13
2475906.473 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 7 13
2475906.474 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 8 13
2475906.475 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 9 13
2475906.476 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 10 13
2475906.477 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 11 13
2475906.478 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 12 13
2475906.479 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_c 13 13
2475906.480 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 1 13
2475906.481 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 2 13
2475906.482 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 3 13
2475906.483 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 4 13
2475906.484 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 5 13
2475906.485 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 6 13
2475906.486 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 7 13
2475906.487 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 8 13
2475906.488 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 9 13
2475906.489 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 10 13
2475906.490 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 11 13
2475906.491 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 12 13
2475906.492 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_d 13 13
2475906.493 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 1 13
2475906.494 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 2 13
2475906.495 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 3 13
2475906.496 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 4 13
2475906.497 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 5 13
2475906.498 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 6 13
2475906.499 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 7 13
2475906.500 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 8 13
2475906.501 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 9 13
2475906.502 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 10 13
2475906.503 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 11 13
2475906.504 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 12 13
2475906.505 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_e 13 13
2475906.506 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_f 1 8
2475906.507 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_f 2 8
2475906.508 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_f 3 8
2475906.509 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_f 4 8
2475906.510 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_f 5 8
2475906.511 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_f 6 8
2475906.512 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_f 7 8
2475906.513 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_f 8 8
2475906.514 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 1 14
2475906.515 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 2 14
2475906.516 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 3 14
2475906.517 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 4 14
2475906.518 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 5 14
2475906.519 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 6 14
2475906.520 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 7 14
2475906.521 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 8 14
2475906.522 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 9 14
2475906.523 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 10 14
2475906.524 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 11 14
2475906.525 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 12 14
2475906.526 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 13 14
2475906.527 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleEle_g 14 14
2475906.528 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt1000toInf_Mu_preVFP 1 6
2475906.529 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt1000toInf_Mu_preVFP 2 6
2475906.530 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt1000toInf_Mu_preVFP 3 6
2475906.531 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt1000toInf_Mu_preVFP 4 6
2475906.532 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt1000toInf_Mu_preVFP 5 6
2475906.533 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt1000toInf_Mu_preVFP 6 6
2475906.534 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 1 14
2475906.535 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 2 14
2475906.536 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 3 14
2475906.537 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 4 14
2475906.538 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 5 14
2475906.539 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 6 14
2475906.540 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 7 14
2475906.541 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 8 14
2475906.542 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 9 14
2475906.543 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 10 14
2475906.544 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 11 14
2475906.545 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 12 14
2475906.546 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 13 14
2475906.547 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_mtop1755_postVFP 14 14
2475906.548 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_postVFP 1 9
2475906.549 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_postVFP 2 9
2475906.550 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_postVFP 3 9
2475906.551 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_postVFP 4 9
2475906.552 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_postVFP 5 9
2475906.553 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_postVFP 6 9
2475906.554 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_postVFP 7 9
2475906.555 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_postVFP 8 9
2475906.556 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W2jets_postVFP 9 9
2475906.557 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 1 14
2475906.558 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 2 14
2475906.559 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 3 14
2475906.560 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 4 14
2475906.561 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 5 14
2475906.562 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 6 14
2475906.563 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 7 14
2475906.564 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 8 14
2475906.565 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 9 14
2475906.566 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 10 14
2475906.567 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 11 14
2475906.568 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 12 14
2475906.569 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 13 14
2475906.570 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_g 14 14
2475906.571 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HminusM155_postVFP
2475906.572 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_e 1 8
2475906.573 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_e 2 8
2475906.574 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_e 3 8
2475906.575 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_e 4 8
2475906.576 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_e 5 8
2475906.577 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_e 6 8
2475906.578 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_e 7 8
